story_id	bin	confidence	novelty	grade	pre_known	post_cutoff	earliest	news_match	deciding_types	what_we_add	headline
S146	Unreported	medium	4	B	blind	False		False			"10 foreign groups hold 40% of US ""social welfare"" nonprofit assets, $133.4B; Mastercard Fo"
S147	Matched + more	high	2	B	blind	True	2026-07-13	True	news,research	the Jun 29 single-day $35.49B refund spike and the FY2023-25 $40M-a-day baseline	Customs refunds beat collections in May and June 2026; $113.5B left via the customs agency
S148	Unreported	medium	4	B	blind	False		False			EU registrars renewed 11 of 13 sanctioned firms' global company IDs after listing; 9 still
S149	Matched + more	high	2	B	blind	True	2026-05-21	True	news,research	the DHS-wide total: $50.97B, 4.1x the $12.42B nine-month median of FY2019-25	Homeland Security committed $50.97B in contracts Oct 2025-Jun 2026, 4.1x its usual; Fisher
S150	Known pattern	high	4	B	blind	False		False	government		Federal injury filings (OSHA) cover 18-24% of Vermont's private hospital jobs, vs 88-94% t
S151	Known pattern	medium	4	B	blind	False		False	company,news		The tax agency revoked 108 nonprofits for not filing, yet its own e-file index holds a ret
S152	Matched + more	medium	3	B	blind	False	2022-08-27	True	news,research	the 2022-24 figure 296.5M, 35% of the world total, and the rise from 205.6M in 2014-16	296.5 million Indians face severe hunger, by the UN food agency's own math, though it leav
S153	Matched + more	high	3	B	blind	True	2025-01-07	True	news	42.6% of purchased power never billed in 2024, worst of 425 city utilities, and the MWh trend	Holly Springs, Mississippi's city utility never billed 42.6% of the power it bought in 202
S154	Matched + more	high	2	B	blind	False	2023-08-24	False	research	$3.22 per customer in 2024 vs Michigan's $81.98, rank 48 of 51, and the first-year-savings gap	Ohio utilities spent $3.22 per customer on saving electricity in 2024; Michigan, next door
S155	Matched + more	medium	3	B	blind	True	2025-04-16	True	company,news	2.26M hand-read meters in 2024, about 27% of all hand-read US meters, and the 57-83% state shares	FirstEnergy's seven utilities still send people to read 2.26 million meters, about 27% of 
S156	Matched + more	high	2	B	blind	True	2022-01-11	True	news	ten plants = 30% of 2025 SO2, Labadie 5.3% / 38,232 tons, 7 of 10 with no retirement year on file	Ten coal plants made 30% of all monitored power-plant sulfur dioxide in 2025; Labadie, Mis
S157	Matched + more	high	2	B	blind	False	2022-02-18	True	news,research	the per-1,000-home rates (56.7 vs 145.4 vs 124.3) and the 2014-19 additions gap	Phoenix-area Salt River Project has 56.7 rooftop-solar homes per 1,000; Arizona Public Ser
S158	Matched + more	high	2	B	blind	False	2023-07-12	True	news,trade press	the enrollment shares 89.7% vs 1.6% and the 2019-2024 progression across all four Missouri IOUs	89.7% of Evergy's Kansas City homes in Missouri are on time-of-day rates; across the state
S159	Matched + more	high	3	B	blind	True	2026-03-27	True	news,research	1.6 watts per home, last of 173 big utilities, and the Southern Co. sister comparison (Georgia Power 30.1, Mississippi Power 31.5)	Alabama Power reports 1.6 watts of rooftop solar per home, last of 173 big utilities; sist
S160	Known pattern	medium	4	B	blind	False		False	news		"One Google ad account named only ""US House of Representatives"" carries 58% of members' off"
S161	Matched + more	medium	2	B	lead_cites_press	False	2025-10-15	True	news	$5,285,100 total, #3 account of 2025 and #13 of the 2026 cycle out of 4,892, and the only-federal-agency 2018-2026 claim	Homeland Security spent $5.29 million on Google ads that Google filed as political, the on
S162	Matched + more	medium	2	B	blind	True	2026-04-07	True	news,research	13,265 detentions Jan-May 2026 vs 3,490 in 2024 (3.8x), and the 10+ year resident split vs 2019	13,265 people who arrived by 2021 were detained in Jan-May 2026, 3.8 times 2024, the low y
S163	Known pattern	medium	2	B	blind	False		False	news		At 45 big companies, contractors' H-1B work-visa filings listed wages a median 20.6% below
S164	Matched + more	high	3	B	blind	True	2026-03-18	True	news	16,919 stays over a day (14.8%) vs 212 (0.8%), and Baltimore's 3,041 of 3,168 with median 87 hours	16,919 immigration detention stays began with over a day in an ICE hold room, Oct 2025-Feb
S165	Matched + more	high	4	B	blind	True	2025-12-28	True	news	the 73% single-day drop (847 vs 3,156 Tuesdays) and 10,338 of 64,456 company numbers matching no company	Company formations in England and Wales fell 73% on 18 Nov 2025, the day identity checks b
S166	Known pattern	medium	2	B	blind	False		False	news,research		28% of new Irish companies in 1992 sat at addresses holding 1,000+ companies; by 2001, jus
S167	Matched + more	medium	2	B	blind	False	2017-05-30	False	research,testimony	the quarterly counts (MF 2,331 to 4,701, Bahamas and Nevis registries) and the 69% Swiss/Lux/Monaco middleman share	Offshore formations doubled in Apr-Jun 2005, just before Europe's savings tax; Panama firm
S168	Matched + more	high	3	B	blind	False	2025-07-25	True	news	339 regular vacancies of 1,473 units; highest of 91 similar non-Moving-to-Work authorities, 5.9x their 3.9% median; almost half at Stanley Holmes Village, 50% occupied	339 of Atlantic City's 1,473 public housing units sit empty without an approved reason: 23
S169	Matched + more	medium	2	B	blind	True	2026-03-12	True	news,research	the zero M2.5+ in 2010-2023 baseline and the 29-event count in the defined box	Around Red River Parish, Louisiana: zero magnitude-2.5+ quakes 2010-2023, then 29 since Ja
S170	Known pattern	medium	3	B	blind	False		False	government		Union Pacific trains killed 156 trespassers a year in 2023-25, nearly double 2015-17's 79;
S171	Known pattern	high	4	B	blind	False		False	news,research	29 of 66 (44%) one-bidder works tenders, highest of 24 provinces; $13.4M of $28.8M; one $6.3M Quevedo contract	In Ecuador's Los Ríos province, 29 of 66 town-hall public-works tenders drew one bidder; a
S172	Known pattern	medium	3	B	blind	False		False	news,research		"The Justice Department's Epstein site said ""access denied"" for data sets 13-23 and ""not fo"
S173	Not comparable	medium	3	B	blind	False		False	news		FEMA, the disaster agency, took a median 110 days to publish Jan-Jun 2025 disaster declara
S174	Matched + more	medium	none	C	blind	True	2026-03-11	True	trade press	the 2.7-3.5M people affected, the 74-90 net-of-redesignation count, and the 3x national rate	74-90 California doctor-shortage areas holding 2.7-3.5M people are up for removal with no 
S175	Matched + more	high	none	C	blind	True	2026-02-05	True	government,news	the 2018-23 window figures (48.5 to 53.4, +10.1%; non-users 36.21 to 39.71) and the under-55 attribution	Male veterans' suicide rate rose about 10% in 2018-23 whether or not they used VA care; un
S176	Matched + more	medium	none	D	blind	False	2026-05-17	True	news	the 5.3x ratio (8,995 vs 1,205 lbs, 2024) and DeRoyal's #3 rank among contract sterilizers, down 8% since 2018	Claimed: DeRoyal's Tennessee sterilizer tied #1 for ethylene-oxide air releases; broken, a
S177	Known pattern	high	none	C	blind	False		False	government		"Penn State's Hershey hospital got Medicare's extra ""outlier"" payment on 185 of 192 top-lev"
S178	Known pattern	medium	none	C	blind	False		False	government		Medicare's new back-pain program roster names 3 doctors barred from federal health program
S179	Matched + more	high	none	C	blind	False	2025-03-01	False	government,research	the 2024 claims cut: 37 suppliers, 1,267 patients, $347,437, against 1,037 listed sites	Only 37 suppliers billed Medicare's diabetes-prevention classes for 11+ patients in 2024: 
S180	Matched + more	high	none	C	blind	True	2026-04-15	True	news,research	the Jan-Mar 2026 monthly average (3,530) and the single December 2024 jump	Guttmacher puts Texas, a total-ban state, at 3,530 abortions a month in early 2026: up 26%
S181	Matched + more	high	none	C	blind	False	2021-11-01	True	research,trade press	the $2,269.6M Part D gross cost for 2022 against $0 for the copies	Enbrel's two FDA-approved copies never went on sale; Medicare drug plans ran up $2.27B gro
S182	Unreported	medium	none	C	blind	False		False			Kindred's 42 long-term hospitals book $178M a year more expense than Medicare's cost line;
S183	Known pattern	medium	none	C	blind	False		False	government		In 2023, six California fiberglass shops put out about 40% of the state's reported cancer-
S184	Matched + more	high	none	C	blind	True	2025-07-24	True	news	the 63 regular-law count that strips renamings, rule repeals and spending bills, at a fixed day-539 mark	This Congress passed 63 regular laws in its first 539 days, second-fewest since 2013; only
S185	Not comparable	medium	none	C	blind	False		False	research		20 of 69 Georgia U.S. House races in 2010-18 had nobody running against the winner; nation
S186	Unreported	high	none	C	blind	False		False			Federal Election Commission totals for House Republicans' campaign arm skip its Sept 2024 
S187	Matched + more	high	none	C	blind	True	2025-06-26	True	research,trade press	16 of 83 (19.3%) in 517 days; 50 of 83 already stayed through Trump 1	Only 16 of 83 retirement-eligible Republican-appointed judges stepped back in Trump's seco
S188	Matched + more	medium	none	C	blind	False	2020-10-01	True	news	69 of 69 periodic transaction reports on paper 2021-2026; 43 of the Senate's 44 paper filings since 2024 are his	Sen. Richard Blumenthal filed all 69 of his stock-trade reports on paper, 2021-2026; the w
S189	Matched + more	high	none	C	blind	False	2025-04-28	True	news	139 committees / $7.98M aggregate; $1,391,737 cycle total with $0 individual donors	139 campaign funds for races run by 2016 still hold $7.98M; Robin Tallon's 1992 committee 
S190	Matched + more	medium	none	C	blind	False	2019-11-01	False	company,research	21/16/13 director filings in 2024; 12.9% of 708 biotechs vs 6.5% of 372 software companies; eight firms carry the gap	RA Capital filed as director at 21 companies in 2024, OrbiMed 16, Baker Bros 13; eight fir
S191	Contradicted	medium	none	D	blind	False		False	government		EPA sent Osage County, Oklahoma oil-field wells zero violation notices after April 2023, w
S192	Unreported	high	none	C	blind	False		False		a third missed by 13+ days; China/HK small issuers trail other small foreign issuers by 12 points	A third of small, non-exempt US-listed foreign companies missed a new March 2026 insider-s
S193	Matched + more	low	none	C	blind	True	unknown	False	government	54.0% of 2024 exports, $4.44B, top of 108 countries, Bhutan 50.2%, median 8.4%	Senegal's government foreign-debt payments due in 2026 equal 54% of its 2024 export earnin
S194	Matched + more	medium	none	C	blind	False	2023-09-27	True	government,trade press	13-20% of 2021-24 awards 30+ days late at 23 repeat companies vs 1.5% at 1,248 peers; AgEagle 85 of 117	Companies late on stock-option award reports in 2017-20 stayed late in 2021-24: roughly 13
S195	Not comparable	medium	none	C	blind	False		False	news	$8.57M paid out in the 2024 cycle by 189 committees; 19.4% to candidates, parties and PACs (23.5% with loan repayments). No usable source has either number.	189 old campaign funds paid out $8.57M in the 2024 cycle; 19% went to candidates, parties 
S196	Known pattern	high	none	C	blind	False		False	government,news		41 super PACs named for police, veterans and sick kids raised $181.5M; roughly 4% reached 
S197	Matched + more	high	none	C	blind	True	2026-02-10	True	news,research,trade press	-39.5%, -30.3%, -20.6%; 3 of 748 big credit unions; delinquency ranks #2, #4, #1	3 of 748 big credit unions lost 20%+ of net worth in a year: Civic, Greater Nevada, U.S. E
S198	Known pattern	high	none	C	blind	False		False	government		19 water systems serving 4,347 people buy only from sellers that broke a chemical limit; t
S199	Matched + more	medium	none	C	blind	False	2024-08-27	False	government	24 of 66 facilities nationwide (36%); 5 of 40 on Title V major sources	EPA's database shows Nebraska with 24 of 66 plants nationwide holding an old, serious air 
S200	Unreported	high	none	C	blind	False		False			Diamondback's Permian Basin frack jobs drew 1.6-2.3 times the fresh-groundwater share of o
S201	Matched + more	medium	none	C	blind	False	2024-08-20	True	government,trade press	$21.8M across the awards, the fixed spring calendar, 7 exploited EPMM CVEs in the window	The Pentagon's tech agency renewed Ivanti's often-hacked phone-management software each sp
S202	Matched + more	high	none	C	blind	True	2026-01-19	True	news,research	the 1.8x multiple against all other risers combined	US coal power rose 85 terawatt-hours (13%) in 2025, about 1.8 times every other country's 
S203	Not comparable	low	none	C	blind	False		False	trade press		Texas gas plants able to switch to oil rose from 4.9% to 6.0% of capacity after the 2021 f
S204	Matched + more	low	none	C	blind	False	2026-03-10	False	government	the 69.7% quarterly average, the record framing, and the 47.4% 2024 baseline	Four unnamed traders held 69.7% of sell positions in one mid-Atlantic power futures contra
S205	Unreported	high	none	C	blind	False		False			FEMA couldn't confirm occupancy on 28.6% of downtown Lahaina's fire-aid registrations; adj
S206	Matched + more	low	none	C	blind	False	2013-12-16	True	news	4 confirmed of 1,611 name hits with matching street or ZIP; 3 tied to Cook Islands trusts	Four people barred from Medicare show up in the offshore leaks at matching US addresses, o
S207	Matched + more	high	none	C	blind	False	2026-02-11	True	news	Data Set 10's 10,071-to-5,569 page counts, ~225,000 links, Data Set 9's 10,675-to-770, restore dates May 22-23	Justice Department's Epstein file list for Data Set 10 shrank from 10,071 to 5,569 pages, 
S208	Known pattern	high	none	C	blind	False		False	government,news		Coal operators who hand off a mine leave 16.6% of safety fines unpaid, vs 13.0% for those 
S209	Known pattern	high	none	C	blind	False		False	news,research		13 tankers seen in U.S. waters one January 2024 week now sit on government sanctions lists
