source_id,verdict,publisher_total,our_rows,evidence_url,note
fed_epa_icis_air_icis_air_pollutants,UNKNOWN,,978398,,No URL; ICIS-Air download has no advertised row count.
fed_icij_offshoreleaks_officers,UNKNOWN,,771315,https://offshoreleaks.icij.org/,ICIJ does not advertise an officers row count without downloading the bulk CSV; skipped in time box.
ca_lobby_cover,UNKNOWN,,568988,,No URL; CAL-ACCESS raw export has no advertised per-table row count.
fed_cms_medicare_durable_medical_equipment_devices_supplies_by_suppl,UNKNOWN,,440670,,No URL; CMS DME-by-supplier dataset UUID not in input; skipped.
fed_epa_sdwa_sdwa_events_milestones,UNKNOWN,,394075,,No URL; no advertised row count for SDWA events/milestones file.
fed_epa_icis_air_icis_air_informal_actions,UNKNOWN,,338316,,No URL; no advertised row count.
tx_lobby_cover,UNKNOWN,,283803,,No URL; Texas Ethics Commission bulk files carry no advertised row count.
fed_fra_equipment_accidents,COMPLETE,224941,224941,https://data.transportation.gov/resource/85tf-25kj.json?$select=count(*),Socrata count(*) on dataset 85tf-25kj returns exactly 224941.
fed_cms_nursing_home_fire_deficiencies,UNKNOWN,,200030,,No URL; CMS fire-safety deficiencies dataset UUID not in input; skipped.
fed_fda_unii_gsrs_substances,UNKNOWN,,168046,https://precision.fda.gov/uniisearch/archive/latest/UNII_Data.zip,Publisher advertises no record count; verifying requires downloading the full zip.
fed_cms_medicare_inpatient_hospitals_by_provider_and_service,UNKNOWN,,145879,,No URL; CMS dataset UUID not in input; skipped.
fed_epa_npdes_npdes_formal_enforcement_actions,UNKNOWN,,112373,,No URL; ECHO NPDES download has no advertised row count.
fed_scdb,UNKNOWN,,83644,http://scdb.wustl.edu/data.php,SCDB publishes multiple grains (case/justice/vote
intl_opensanctions,COMPLETE,71646,71011,https://data.opensanctions.org/datasets/latest/sanctions/index.json,Latest index reports 71646 targets; ours is 0.9% lower (dataset grows daily).
irs527_8872_reports,UNKNOWN,,55579,,No URL; IRS 527 FullDataFile has no advertised per-form record count.
fed_sec_investment_company_series_class,COMPLETE,43123,43123,https://www.sec.gov/files/investment/data/other/investment-company-series-class-information/investment-company-series-class-2026.csv,Fetched CSV has 43124 lines incl header = 43123 records; exact match.
fed_ntsb_aviation_aircraft,UNKNOWN,,31503,,No URL; NTSB avall database does not advertise aircraft-table row counts.
fed_icij_offshoreleaks_intermediaries,UNKNOWN,,26768,https://offshoreleaks.icij.org/,No advertised intermediaries count without downloading bulk CSV; skipped.
fed_google_polads_advertiser_stats,UNKNOWN,,21211,,No URL; Google political-ads transparency bundle advertises no row count outside BigQuery.
fed_cfpb_hmda_lar,COMPLETE,17474,17474,https://ffiec.cfpb.gov/v2/data-browser-api/view/csv?years=2023&states=DC,Refetched the same API extract: 17475 lines incl header = 17474 records; exact match.
xc_mapping_police_violence,COMPLETE,15000,15476,https://mappingpoliceviolence.us/aboutthedata,"Publisher advertises ""15000 killings"" tracked; ours slightly above the rounded figure."
fed_epa_egrid_plant_2022,UNKNOWN,,11974,,No URL; EPA does not advertise an eGRID2022 plant-sheet row count without downloading the workbook.
fed_mapping_inequality,UNKNOWN,,10154,https://dsl.richmond.edu/panorama/redlining/,JS-rendered site; no advertised HOLC-area count found on page in time box (mart 1155 vs landing 10154 is an internal gap).
fed_google_polads_advertiser_id_mapping,UNKNOWN,,8044,,No URL; no advertised count outside BigQuery.
fed_cms_pending_initial_logging_and_tracking_non_physicians,UNKNOWN,,6880,,No URL; CMS pending-L&T dataset UUID not in input; skipped.
xc_owid_fossil_share,OVER,4914,6379,https://ourworldindata.org/grapher/fossil-fuels-share-energy.csv?csvType=full,Current full CSV has 4914 data rows; we hold 30% more - likely an older/wider grapher version; check for double-load or entity-set change.
fed_cms_rural_health_clinic_enrollments,UNKNOWN,,5530,,No URL; CMS dataset UUID not in input; skipped.
intl_gr_datagov,SAMPLE_DECLARED,,5000,,Declared sample (is_sample=True); Greek portal totals not checked.
fed_medsl_senate_returns,UNKNOWN,,3945,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PEJ5QU,Dataverse metadata gives file sizes not row counts; no advertised record total.
tx_lobby_events,UNKNOWN,,3107,,No URL; TEC Schedule G table has no advertised row count.
intl_freedomhouse,COMPLETE,2723,2723,https://freedomhouse.org/sites/default/files/2025-02/All_data_FIW_2013-2024.xlsx,Fetched workbook: data sheet has 2725 rows incl 2 header rows = 2723 records; exact match.
fed_epa_superfund_site_boundaries,COMPLETE,2114,2114,https://services.arcgis.com/cJ9YHowT8TU7DUyn/arcgis/rest/services/FAC_Superfund_Site_Boundaries_EPA_Public/FeatureServer/0/query?where=1%3D1&returnCountOnly=true&f=json,ArcGIS returnCountOnly gives 2114; exact match.
fed_eia860_3_2_wind,UNKNOWN,,1563,,No URL; EIA-860 wind sheet row count not advertised without downloading workbook.
fed_cpsc_neiss_codes,UNKNOWN,,1250,,No URL; NEISS coding manual has no advertised code-list count.
fed_ihs_facilities,COMPLETE,1010,1010,https://www.ihs.gov/sites/locations/themes/responsive2017/display_objects/documents/ihs_facilities.xlsx,Fetched workbook: 1010 non-empty rows (incl header rows inflate raw max_row to 1277); matches.
fed_cdc_wonder,UNKNOWN,,880,https://wonder.cdc.gov/wonder/help/wonder-api.html,WONDER is a query engine; an 880-row state-by-ICD-chapter aggregate has no advertised publisher total.
intl_embl_ensembl,UNKNOWN,,643,https://rest.ensembl.org/info/species?content-type=application/json,REST species endpoint returns 356 vertebrate species; extract grain (likely multi-division) unclear so no comparable total.
fed_google_polads_advertiser_declared_stats,UNKNOWN,,470,,No URL; no advertised count outside BigQuery.
intl_nti_cns_dprk_missile_tests,COMPLETE,303,303,https://www.nti.org/wp-content/uploads/2021/10/north_korea_missile_test_database.xlsx,Fetched workbook: Missile Tests sheet 305 rows incl 2 header rows = 303 records; exact match.
fed_occ_thrifts,UNKNOWN,,218,,No URL; OCC thrift list has no advertised count.
fed_ice_detention_facility_list,UNKNOWN,,165,,No URL; ICE detention facility spreadsheet location/count not advertised; skipped in time box.
fed_bia_tribal_geo,UNKNOWN,,100,https://opendata-1-bia-geospatial.hub.arcgis.com/,Hub portal item count varies by filter; no single advertised dataset count matching this extract.
fed_bop_statistics,UNKNOWN,,50,https://www.bop.gov/about/statistics/,BOP statistics pages are dashboards; the 50-row extract grain has no advertised total.
intl_eu_socta_europol,UNKNOWN,,26,https://www.europol.europa.eu/publication-events/main-reports/changing-dna-of-serious-and-organised-crime,Report-derived dataset; Europol advertises no record count.
intl_gem_hazard,UNKNOWN,,12,https://hazard.openquake.org/gem/,GEM mosaic model count not cheaply verifiable (site JS-rendered); no advertised total found.
FED_FDA_DRUG_ENFORCEMENT,SHORT,17866,1,https://api.fda.gov/drug/enforcement.json?limit=1,openFDA meta total is 17866 but landing holds 1 row (mart holds 17816 = within 0.3%; the landing table looks broken not the source).
fed_noaa_ais,UNKNOWN,,58106517,https://coast.noaa.gov/htdata/CMSP/AISDataHandler/2024/index.html,File-based daily zips; NOAA advertises no total record count for 2024 AIS.
FED_CFPB_COMPLAINTS,COMPLETE,17021062,17179788,https://www.consumerfinance.gov/data-research/consumer-complaints/search/api/v1/?size=1,API hits.total=17021062; landing within 1% (ours slightly higher); NOTE mart_rows 34.3M is exactly 2x landing - likely double-count in mart.
fed_fda_faers_indi,UNKNOWN,,9833260,,FAERS quarterly raw files; FDA advertises no cumulative INDI record count.
fed_fjc_idb_criminal,UNKNOWN,,6299908,,FJC IDB criminal file has no cheap advertised record count.
fed_foreignassistance,UNKNOWN,,3967456,https://foreignassistance.gov/api-docs,No advertised total record count on site or API docs; time-boxed out.
fed_fdic_sod_branch_deposits,COMPLETE,2823000,2823000,https://api.fdic.gov/banks/sod?limit=1,FDIC SOD API meta.total=2823000 all years - exact match.
fed_nih_reporter,UNKNOWN,,2122611,https://api.reporter.nih.gov/,RePORTER count requires POST search; no cheap GET/page-advertised total.
fed_epa_npdes_npdes_inspections,UNKNOWN,,1900067,,EPA ECHO NPDES download files have no advertised row counts.
xc_wayback_doj_epstein,UNKNOWN,,1537352,https://web.archive.org/cdx/search/cdx,CDX census is a point-in-time crawl query; no publisher-advertised total to compare.
fed_irs_revocation,UNKNOWN,,1206628,https://www.irs.gov/charities-non-profits/tax-exempt-organization-search-bulk-data-downloads,IRS does not advertise the auto-revocation list row count; counting requires full download of current file.
fed_sba_ppp,UNKNOWN,,968524,https://data.sba.gov/dataset/ppp-foia,Recorded file URL now returns 404; widely reported ~968525 loans >=150k matches ours but no live publisher count verified.
fed_epa_rcra_violations,UNKNOWN,,708114,,RCRAInfo flat files have no advertised row counts.
fed_fatca_ffi,UNKNOWN,,516298,,IRS FATCA FFI monthly list has no advertised record count.
fed_epa_rcra_rcra_naics,UNKNOWN,,434734,,RCRAInfo flat files have no advertised row counts.
fed_epa_sdwa_sdwa_pn_violation_assoc,UNKNOWN,,387627,,SDWIS download files have no advertised row counts.
fed_sec_13f_submissions,UNKNOWN,,336124,,SEC 13F structured datasets are quarterly zips with no advertised cumulative submission count.
fed_epa_icis_air_icis_air_facilities,UNKNOWN,,279728,,ICIS-Air download files have no advertised row counts.
fed_fara_bulk,UNKNOWN,,221900,https://efile.fara.gov/ords/fara/f?p=API:BULKDATA,FARA bulk data has no advertised record count; NOTE internal gap - mart 48104 vs landing 221900.
st_nyc_cfb_campaign_2013_contribution,UNKNOWN,,197968,,NYC CFB 2013 contribution file has no advertised row count without full download.
fed_itis_vernaculars,UNKNOWN,,166778,,ITIS database dump; no advertised per-table record count.
fed_epa_ghgrp_facility,UNKNOWN,,136005,https://www.epa.gov/ghgreporting,GHGRP summary spreadsheets carry no advertised total row count.
fed_courtlistener_financial_disclosures,UNKNOWN,32336,108770,https://www.courtlistener.com/api/rest/v4/financial-disclosures/?count=on,API counts 32336 disclosure documents vs our 108770 rows - almost certainly different grain (line items vs documents) so no clean comparison.
fed_hhs_oig_leie,COMPLETE,83842,83464,https://oig.hhs.gov/exclusions/downloadables/UPDATED.csv,Current LEIE CSV has 83842 records; ours 0.45% lower (monthly-growing list) - within tolerance.
fed_itis_comments,UNKNOWN,,70524,,ITIS database dump; no advertised per-table record count.
fed_cdc_drug_poisoning_county,COMPLETE,53387,53387,https://data.cdc.gov/resource/pbkm-d27e.json?$select=count(*),Socrata count(*)=53387 - exact match.
intl_eu_sanctions,UNKNOWN,,42347,https://data.europa.eu/data/datasets/consolidated-list-of-persons-groups-and-entities-subject-to-eu-financial-sanctions,EU consolidated list has no advertised entry count on the dataset page.
fed_ntsb_aviation_events,UNKNOWN,,30968,,NTSB CAROL/avall database advertises no total event count cheaply.
fed_consolidated_screening_list,UNKNOWN,,25918,,CSL API is key-gated and site advertises no total entry count.
fed_epa_aqs_sites,COMPLETE,20994,20994,https://aqs.epa.gov/aqsweb/airdata/aqs_sites.zip,Downloaded publisher zip: 20994 data rows - exact match.
fed_frb_h15_selected_rates,UNKNOWN,,16848,,FRB H.15 series; no advertised observation count.
fed_cdc_data_portal,OVER,1471,15000,https://api.us.socrata.com/api/catalog/v1?domains=data.cdc.gov&limit=1,Socrata catalog advertises 1471 assets (1078 datasets) on data.cdc.gov vs our 15000 rows - suspicious unless our grain is something other than datasets.
fed_eia861_service_territory,UNKNOWN,,11775,,EIA-861 workbook; no advertised row count without full download.
fed_fdic_bank_data,SAMPLE_DECLARED,,10000,https://banks.data.fdic.gov/docs/,Declared sample (round 10000 cap); FDIC API totals vary by endpoint so no single publisher total recorded.
fed_fec_bulk_summary,OVER,3856,7933,https://www.fec.gov/files/bulk-downloads/2024/weball24.zip,weball24 file has 3856 records; ours is ~2x - likely multiple cycles loaded under one source.
fed_cms_hospice,COMPLETE,6852,6852,https://data.cms.gov/provider-data/api/1/datastore/query/yc9t-dgbk/0?limit=1&count=true,Publisher datastore count=6852 - exact match.
fed_fhfa_fhlb_membership,COMPLETE,6327,6327,https://www.fhfa.gov/document/d/fhlb-m/fhlb_members_q12026.xlsx,Downloaded publisher xlsx: 6327 member rows - exact match.
fed_eia860_4_owner,UNKNOWN,,5496,,EIA-860 Schedule 4 owner tab; no advertised row count without full download.
fed_treasury_avg_interest_rates,COMPLETE,4993,4961,https://api.fiscaldata.treasury.gov/services/api/fiscal_service/v2/accounting/od/avg_interest_rates?page[size]=1,API meta total-count=4993; ours 0.6% lower (monthly-growing series) - within tolerance.
fed_congress_committee_membership,UNKNOWN,,3879,https://github.com/unitedstates/congress-legislators,Membership YAML has no advertised record count; grain (member-committee pairs) not published as a number.
fed_cms_medicare_inpatient_hospitals_by_provider,UNKNOWN,,3044,,No dataset URL recorded; CMS inpatient-by-provider count not fetched within time box.
FED_IRS_EO_PR,COMPLETE,2515,2587,https://www.irs.gov/pub/irs-soi/eo_pr.csv,Current publisher file has 2515 records; ours slightly higher (older snapshot of a shrinking/changing list) - ours >= publisher.
xc_guttmacher_monthly_abortion,UNKNOWN,,2040,https://osf.io/kqb9n/,OSF download carries no advertised row count without pulling the file; time-boxed out.
fed_cms_opioid_treatment_program_providers,UNKNOWN,,1558,,No dataset URL recorded; CMS OTP provider count not fetched within time box.
fed_cms_irf,COMPLETE,1222,1222,https://data.cms.gov/provider-data/api/1/datastore/query/7t8x-u3ir/0?limit=1&count=true,Publisher datastore count=1222 - exact match.
fed_eia861_net_metering,UNKNOWN,,1006,,EIA-861 workbook; no advertised row count.
fed_eia861_dynamic_pricing,UNKNOWN,,858,,EIA-861 workbook; no advertised row count.
ca_lobby_firm_lobbyist,UNKNOWN,,577,,CAL-ACCESS raw export; no advertised relationship-table count.
fed_eia861_energy_efficiency,UNKNOWN,,460,,EIA-861 workbook; no advertised row count.
fed_ffiec_call_reports,UNKNOWN,,302,https://cdr.ffiec.gov/public/PWS/DownloadBulkData.aspx,FFIEC CDR bulk page advertises no record count; 302 rows looks like a file/period inventory rather than report rows.
fed_sec_business_development_company_report,UNKNOWN,,212,,SEC BDC report dataset has no advertised record count.
fed_jpml_pending_mdls,COMPLETE,162,162,https://www.jpml.uscourts.gov/sites/jpml/files/Pending_MDL_Dockets_By_MDL_Number-August-3-2026.pdf,PDF footer states 'MDLs Listed on this Report: 162' - exact match.
fed_grants_gov,UNKNOWN,,100,https://www.grants.gov/api/api-guide,Search2 total requires POST; round 100 rows strongly suggests a capped sample but no publisher number captured.
fed_uscourts_stats,UNKNOWN,,50,https://www.uscourts.gov/statistics-reports/caseload-statistics-data-tables,Data-tables catalog has no advertised table/record total; 50 rows grain unclear.
fed_densho_ddr,SHORT,,25,https://ddr.densho.org/,Publisher advertises 'thousands' of items (no exact number); our 25 rows is materially less.
fed_david_rumsey,SHORT,150000,10,https://www.davidrumsey.com/about,Publisher advertises over 150000 items online; we hold 10.
FED_FDA_DEVICE_CLASSIFICATION,SHORT,7085,1,https://api.fda.gov/device/classification.json?limit=1,openFDA meta total=7085; landing holds 1 row (mart has 7085 - landing looks wiped/broken).
fed_cms_facility_level_minimum_data_set_frequency,COMPLETE,31403215,31403215,https://data.cms.gov/data-api/v1/dataset/d086edc0-4953-4fb9-a663-b35526371add/data-viewer/stats,CMS data-viewer stats total_rows=31403215 matches exactly.
fed_epa_sdwa_sdwa_violations_enforcement,UNKNOWN,,15432737,https://echo.epa.gov/tools/data-downloads,EPA ECHO SDWA download does not advertise a record count for this table.
fed_cpsc_neiss,UNKNOWN,,9794977,https://www.cpsc.gov/cgibin/NEISSQuery/,CPSC does not publish an advertised total row count for NEISS extracts.
intl_gleif_repex,OVER,658145,6259489,https://www.gleif.org/en/lei-data/gleif-concatenated-file/download-the-concatenated-file,GLEIF Reporting Exceptions concatenated file advertises ~658k records; we hold ~9.5x that - likely accumulated daily snapshots.
FED_SEC_13F_POSITIONS,UNKNOWN,,3822885,https://www.sec.gov/data-research/sec-markets-data/form-13f-data-sets,SEC does not advertise row counts per 13F data-set zip; note mart 202.5M vs landing 3.8M internal mismatch.
fed_epa_rcra_viosnc_history,UNKNOWN,,2675581,https://echo.epa.gov/tools/data-downloads,EPA ECHO RCRAInfo download does not advertise per-table record counts.
fed_cms_fiscal_intermediary_shared_system_attending_and_rendering,COMPLETE,2050005,2047828,https://data.cms.gov/data-api/v1/dataset/75e8dcb2-78eb-4a7d-a377-9108441966db/data-viewer/stats,CMS stats total_rows=2050005; ours 0.1% lower - within tolerance of live updates.
intl_voeten_unga_votes,UNKNOWN,,1823352,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LEJUQZ,Dataverse does not advertise a row count for the votes file.
fed_cms_nadac,COMPLETE,1497925,1497925,https://data.medicaid.gov/api/1/datastore/query/99315a95-37ac-4eee-946a-3c523b4c481e/0?limit=1&count=true,data.medicaid.gov NADAC 2024 datastore count=1497925 matches landing exactly (mart holds subset 359k).
fed_epa_rcra_evaluations,UNKNOWN,,1166410,https://echo.epa.gov/tools/data-downloads,EPA ECHO RCRAInfo download does not advertise per-table record counts.
fed_voteview_rollcalls,UNKNOWN,,945523,https://voteview.com/data,Voteview does not advertise a row count for the member-by-vote CSV.
fed_osha_ita_case_detail_2024,UNKNOWN,,688649,https://www.osha.gov/Establishment-Specific-Injury-and-Illness-Data,OSHA ITA page does not advertise case-detail record counts; mart's round 500000 suggests an internal cap.
fed_cms_quality_payment_program_experience,COMPLETE,503917,503917,https://data.cms.gov/data-api/v1/dataset/7adb8b1b-b85c-4ed3-b314-064776e50180/data-viewer/stats,CMS data-viewer stats total_rows=503917 matches exactly.
fed_epa_sdwa_sdwa_pub_water_systems,UNKNOWN,,434040,https://echo.epa.gov/tools/data-downloads,EPA ECHO SDWA download does not advertise per-table record counts.
intl_ucdp_ged,UNKNOWN,,385918,https://ucdp.uu.se/downloads/,UCDP API now token-gated and the GED 25.1 codebook/Zenodo page state no event count.
fed_osha_ita_case_detail_2025,UNKNOWN,,330447,https://www.osha.gov/Establishment-Specific-Injury-and-Illness-Data,OSHA ITA page does not advertise case-detail record counts.
intl_fao_faostat_food_security,UNKNOWN,,279470,https://www.fao.org/faostat/en/#data/FS,FAO bulk zip has no advertised normalized-row count.
fed_sbir_sttr_awards,UNKNOWN,,219503,https://api.www.sbir.gov/public/api/awards?rows=1,SBIR public API returned 429 (service unavailable); no advertised total found cheaply.
st_nyc_cfb_campaign_2001_contribution,UNKNOWN,,193741,https://www.nyccfb.info/follow-the-money/data-library/,NYC CFB data library does not advertise per-cycle contribution row counts.
fed_hrsa_shortage_areas,UNKNOWN,,165531,https://data.hrsa.gov/topics/health-workforce/shortage-areas,HRSA shortage-area page does not advertise a total record count.
xc_ror_research_organizations,COMPLETE,135710,135710,https://zenodo.org/api/records/21773148,Zenodo v2.11 release notes state 135710 research organizations - exact match.
fed_epa_icis_air_icis_air_formal_actions,UNKNOWN,,106009,https://echo.epa.gov/tools/data-downloads,EPA ECHO ICIS-Air download does not advertise per-table record counts.
fed_epa_npdes_npdes_cs_violations,UNKNOWN,,82187,https://echo.epa.gov/tools/data-downloads,EPA ECHO NPDES download does not advertise per-table record counts.
fed_sec_edgar_insiders,UNKNOWN,,69259,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&type=4,EDGAR browse does not advertise a total count of Forms 3/4/5 filings.
fed_courtlistener_positions,COMPLETE,51291,51290,https://www.courtlistener.com/api/rest/v4/positions/?count=on,CourtListener API count=51291; ours one lower - live source within tolerance.
fed_dol_ebsa_form5500_schedule_sb,UNKNOWN,,41802,https://www.dol.gov/agencies/ebsa/researchers/data/form-5500-datasets,DOL does not advertise record counts for Schedule SB zip files.
fed_itis_publications,UNKNOWN,,30772,https://www.itis.gov/downloads/,ITIS download page does not advertise a publications-table record count.
fed_hud_mf_firm_commitments,UNKNOWN,,25565,https://www.hud.gov/program_offices/housing/mfh/mfdata,HUD posts the xlsx workbook without an advertised record count.
fed_fec_bulk,UNKNOWN,,20938,https://www.fec.gov/data/browse-data/?tab=bulk-data,FEC bulk data page does not advertise per-file record counts; API is key-gated.
fed_cdc_anxiety_depression,COMPLETE,16794,16794,https://data.cdc.gov/resource/8pt5-q6wp.json?$select=count(*),Socrata count(*)=16794 matches exactly.
fed_nursinghome411,UNKNOWN,,14713,https://nursinghome411.org/data/ratings-info/,LTCCC does not advertise a total row count for its state-level files.
fed_slavevoyages_intraamerican,COMPLETE,11400,11521,https://www.neh.gov/news/uci-co-leads-project-adding-11400-intra-american-journeys-slave-voyages-database,Publisher advertises ~11400 intra-American voyages; we hold slightly more (database grows).
fed_treasury_dts_deposits,SHORT,478149,10000,https://api.fiscaldata.treasury.gov/services/api/fiscal_service/v1/accounting/dts/deposits_withdrawals_operating_cash?page[size]=1,FiscalData DTS operating-cash table total-count=478149 (deposits+withdrawals combined); our round 10000 looks like a loader cap.
fed_sec_dera_sub_2024q2,UNKNOWN,,7675,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,SEC does not advertise per-quarter sub.txt record counts.
fed_sec_dera_sub_2024q3,UNKNOWN,,6699,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,SEC does not advertise per-quarter sub.txt record counts.
fed_sec_dera_sub_2025q4,UNKNOWN,,6304,https://www.sec.gov/data-research/sec-markets-data/financial-statement-data-sets,SEC does not advertise per-quarter sub.txt record counts.
fed_cms_hospital_compare,UNKNOWN,,5432,https://data.cms.gov/provider-data/docs,Unclear which Provider Data Catalog table 5432 rows maps to; no single advertised total.
xc_owid_homicide,COMPLETE,4912,4912,https://ourworldindata.org/grapher/homicide-rate-unodc.csv?csvType=full,Fetched grapher CSV directly: 4912 data rows - exact match.
fed_hud_public_housing_authorities,COMPLETE,3776,3787,https://hub.arcgis.com/api/v3/datasets/3d6ef39026b94eb59ddb7ce28eb0b692_0,ArcGIS Hub recordCount=3776; ours 0.3% higher - live layer within tolerance.
fed_icij_offshoreleaks_others,UNKNOWN,,2989,https://offshoreleaks.icij.org/pages/database,ICIJ does not advertise a count for the residual 'others' node subset.
FED_FDA_GUDID,SHORT,5083948,2542,https://api.fda.gov/device/udi.json?limit=1,openFDA UDI total=5083948; landing holds only 2542 rows (mart oddly matches publisher - landing/mart mismatch to investigate).
FED_PHMSA_FLAGGED_INCIDENTS,UNKNOWN,,2039,https://www.phmsa.dot.gov/data-and-statistics/pipeline/distribution-transmission-gathering-lng-and-liquid-accident-and-incident-data,PHMSA does not advertise a count of flagged/significant incidents matching this subset.
ca_lobby_emp_lobbyist,UNKNOWN,,1500,https://www.sos.ca.gov/campaign-lobbying/cal-access-resources/raw-data-campaign-finance-and-lobbying-activity,CAL-ACCESS raw data has no advertised per-table counts; round 1500 suggests an internal cap.
tx_lobby_dockets,UNKNOWN,,1207,https://www.ethics.state.tx.us/data/search/lobby/,Texas Ethics Commission does not advertise docket record counts.
fed_bjs_data,SAMPLE_DECLARED,,1000,https://api.ojp.gov/bjsdataset/v1/gcuy-rt5g.csv,Declared sample; OJP API total not fetched cheaply.
fed_eia860_3_4_energy_storage,UNKNOWN,,786,https://www.eia.gov/electricity/data/eia860/,EIA-860 workbook sheets have no advertised row counts.
fed_nara_aad,UNKNOWN,,554,https://aad.archives.gov/aad/,NARA AAD advertises series/records broadly but no count matching this 554-row extract; mart holds only 18.
intl_eurostat,UNKNOWN,,450,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/,Eurostat catalog has thousands of datasets; unclear what the 450 rows represent - no comparable advertised total.
fed_us_usaspending_api,UNKNOWN,,300,https://api.usaspending.gov/docs/endpoints,USASpending holds many millions of award records; 300 rows is clearly a slice but no comparable advertised total for this extract.
fed_irs_990,UNKNOWN,,200,https://www.irs.gov/charities-non-profits/form-990-series-downloads,IRS 990 bulk covers hundreds of thousands of filings; 200 rows is a slice with no comparable advertised total.
fed_cms_main,COMPLETE,158,158,https://data.cms.gov/data.json,data.cms.gov data.json lists exactly 158 datasets - matches our catalog row count.
fed_wpa_slave_narratives,SHORT,604,100,https://www.loc.gov/collections/slave-narratives-from-the-federal-writers-project-1936-to-1938/?fo=json,LOC collection JSON reports 604 items (and cites 2300+ narratives); we hold 100.
FED_FDA_CAERS,SHORT,85511,43,https://api.fda.gov/cosmetic/event.json?limit=1,openFDA CAERS total=85511; landing holds only 43 rows (mart matches publisher exactly - landing/mart mismatch).
intl_es_borme,UNKNOWN,,25,https://www.boe.es/diario_borme/,BORME is a daily gazette; no advertised total comparable to a 25-row extract.
intl_br_dados_gov,UNKNOWN,,10,https://dados.gov.br/,dados.gov.br catalogs ~15k datasets; 10 rows is a slice with no comparable advertised total.
fed_dea_arcos,UNKNOWN,,,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/arcos-drug-summary-reports.html,ARCOS publishes PDF summary reports with no advertised record count; landing_rows blank in input.
FED_CMS_PARTD_PRESCRIBER_DRUG,COMPLETE,28023892,25869521,https://data.cms.gov/data-api/v1/dataset/9552739e-3d05-4c1b-8eff-ecabf391e2e5/data-viewer/stats,API total 28.0M is the current DY2023 version; our 25.87M matches the full DY2022 vintage file named in the source URL.
fed_cms_open_payments,COMPLETE,15498687,15385047,https://openpaymentsdata.cms.gov/api/1/datastore/query/e6b17c6a-2534-4207-a4a1-6746a14911ff/0?limit=1&results=false&count=true,PY2024 General Payments datastore count 15498687; ours 0.7% below a refreshed live dataset.
fed_cms_medicare_physician_other_practitioners_by_provider_and_servi,COMPLETE,9781673,9781673,https://data.cms.gov/data-api/v1/dataset/92396110-2aed-4d63-a6a2-5d6207d46a29/data-viewer/stats,Exact match to CMS API total_rows.
fed_fda_faers_demo,UNKNOWN,,5811086,https://fis.fda.gov/extensions/FPD-QDE-FAERS/FPD-QDE-FAERS.html,FAERS is distributed as quarterly files; FDA advertises no cumulative DEMO row count.
FED_SEC_13F_SUBMISSION,UNKNOWN,,3822885,https://www.sec.gov/data-research/sec-markets-data/form-13f-data-sets,SEC publishes quarterly 13F zips with no advertised cumulative submission count.
FED_SEC_INSIDER_NONDERIV_TRANS,UNKNOWN,,2672841,https://www.sec.gov/data-research/sec-markets-data/insider-transactions-data-sets,Quarterly insider-transaction zips carry no advertised record counts.
fed_cms_order_and_referring,COMPLETE,2020241,2018354,https://data.cms.gov/data-api/v1/dataset/c99b5865-1119-4436-bb80-c5af2773ea1f/data-viewer/stats,CMS API total 2020241; ours 0.09% below a weekly-refreshed dataset.
fed_noaa_storm_events,UNKNOWN,,1780730,https://www.ncei.noaa.gov/pub/data/swdi/stormevents/csvfiles/,Bulk directory of ~75 per-year files; NCEI advertises no total record count.
fed_irs_pub78_eligible_donees,COMPLETE,1412321,1435544,https://apps.irs.gov/pub/epostcard/data-download-pub78.zip,Current weekly Pub78 file has 1412321 lines; ours 1.6% above (file churns weekly; ours >= publisher).
fed_fra_casualties,COMPLETE,1150788,1150788,https://data.transportation.gov/resource/rash-pd2d.json?$select=count(*),Socrata count(*) is an exact match.
fed_epa_sdwa_sdwa_lcr_samples,UNKNOWN,,927415,https://echo.epa.gov/tools/data-downloads,ECHO SDWA bulk download; EPA advertises no per-table record counts.
fed_itis_hierarchy,UNKNOWN,,678363,https://www.itis.gov/downloads/,ITIS database dump; no per-table record counts advertised.
INT_GLEIF_RR,COMPLETE,484142,481933,https://goldencopy.gleif.org/api/v2/golden-copies/publishes/latest,Golden Copy RR full-file record_count 484142; landing 0.46% below today's file. Mart holds exactly 2x landing (possible double-count in mart).
fed_epa_sdwa_sdwa_service_areas,UNKNOWN,,422464,https://echo.epa.gov/tools/data-downloads,ECHO SDWA bulk download; no per-table record counts advertised.
fed_epa_rcra_enforcements,UNKNOWN,,383519,https://echo.epa.gov/tools/data-downloads,ECHO RCRA bulk download; no per-table record counts advertised.
fed_epa_npdes_npdes_naics,UNKNOWN,,326473,https://echo.epa.gov/tools/data-downloads,ECHO NPDES bulk download; no per-table record counts advertised.
